FDP Name,Street Name,Section,Latitude,Longitude
KGU_C015_DP019A,KENINGAU,KAMPUNG BAKIAU,5.323984231,116.1464234
KGU_C015_DP019B,KENINGAU,KAMPUNG BAKIAU,5.323531736,116.1452519
KGU_C015_DP020A,KENINGAU,KAMPUNG BAKIAU,5.32182377,116.1474554
KGU_C015_DP021A,KENINGAU,KAMPUNG BAKIAU,5.323217349,116.1458952
KGU_C015_DP021B,KENINGAU,TAMAN G.S SUNDANG,5.322256669,116.1476784
KGU_C015_DP023A,KENINGAU,KAMPUNG BAKIAU,5.322322718,116.1436337
KGU_C015_DP024A,KAURAN,KAMPUNG BAKIAU,5.309467696,116.1380269
KGU_C015_DP024B,KAURAN,KAMPUNG BAKIAU,5.307285519,116.1346954
KGU_C015_DP024C,KAURAN,KAMPUNG BAKIAU,5.31020906,116.1387731
KGU_C015_DP025A,KENINGAU,KAMPUNG BAKIAU,5.315566592,116.1409908
KGU_C015_DP025B,KENINGAU,KAMPUNG BAKIAU,,
KGU_C015_DP027A,KENINGAU,KAMPUNG BAKIAU,5.32360937,116.1441955
KGU_C015_DP031A,KENINGAU,KAMPUNG BAKIAU,5.327810689,116.1491522
KGU_C015_DP034A,BANJAR,KAMPUNG MEMPIKIT,5.301066421,116.1313712
KGU_C015_DP035A,BANJAR,KAMPUNG BANJAR,5.305803005,116.133411
KGU_C016_DP0001,BRASANAN-KENINGAU,BERSATU LIGHT INDUSTRIAL PARK,5.318401659,116.1505799
KGU_C016_DP0002,BRASANAN-KENINGAU,BERSATU LIGHT INDUSTRIAL PARK,5.318175326,116.1508048
KGU_C016_DP0003,BRASANAN-KENINGAU,BERSATU LIGHT INDUSTRIAL PARK,5.318549883,116.1508816
KGU_C016_DP0004,BRASANAN-KENINGAU,BERSATU LIGHT INDUSTRIAL PARK,5.318348984,116.1511025
KGU_C016_DP0005,BRASANAN-KENINGAU,SEDCO INDUSTRIAL KENINGAU,5.320716442,116.1499632
KGU_C016_DP0006,BRASANAN-KENINGAU,SEDCO INDUSTRIAL PARK,5.321236442,116.1503451
KGU_C016_DP0007,BRASANAN-KENINGAU,SEDCO INDUSTRIAL PARK,5.320774268,116.1508723
KGU_C016_DP0008,TENOM-KENINGAU,THE PAMPANG COVE,5.330074423,116.1505107
KGU_C016_DP0009,TENOM-KENINGAU,THE PAMPANG COVE,5.330405233,116.1503382
KGU_C016_DP0010,TENOM-KENINGAU,THE PAMPANG COVE,5.330594299,116.1502825
KGU_C016_DP0011,TENOM-KENINGAU,THE PAMPANG COVE,5.330607676,116.1508753
KGU_C016_DP0012,NABAWAN,ADIKA LIGHT INDUSTRIAL FASA 1,5.327645214,116.150828
KGU_C016_DP0013,ABDUL RAHIM,TAMAN ABDUL RAHIM,5.332028317,116.1511054
KGU_C016_DP0014,ABDUL RAHIM,TAMAN ABDUL RAHIM,5.331315711,116.150953
KGU_C016_DP0015,ABDUL RAHIM,TAMAN ABDUL RAHIM,5.331973587,116.1503218
KGU_C016_DP0016,ABDUL RAHIM,TAMAN ABDUL RAHIM,5.331561254,116.149887
KGU_C016_DP0017,ABDUL RAHIM,TAMAN ABDUL RAHIM,5.331110052,116.1503281
KGU_C016_DP0018,TAWAU-KENINGAU,KAMPUNG DUROK,5.327445368,116.1504273
KGU_C016_DP0019,TAWAU-KENINGAU,KAMPUNG DUROK,5.325847365,116.1504304
KGU_C016_DP001A,BRASANAN-KENINGAU,BERSATU LIGHT INDUSTRIAL PARK,,
KGU_C016_DP0020,TAWAU-KENINGAU,KAMPUNG DUROK,5.325556509,116.1504548
KGU_C016_DP0021,TAWAU-KENINGAU,KAMPUNG DUROK,5.32458789,116.1512473
KGU_C016_DP0022,TAWAU-KENINGAU,KAMPUNG DUROK,5.323019812,116.1517469
KGU_C016_DP0023,TAWAU-KENINGAU,KAMPUNG DUROK,5.321134188,116.1519979
KGU_C016_DP0024,TAWAU-KENINGAU,KAMPUNG DUROK,5.321487843,116.1510026
KGU_C016_DP0025,TAWAU-KENINGAU,KAMPUNG DUROK,5.316998905,116.1498167
KGU_C016_DP0026,TAWAU-KENINGAU,KAMPUNG DUROK,5.314964035,116.1502023
KGU_C016_DP0027,TAWAU-KENINGAU,KAMPUNG DUROK,5.316635849,116.1500771
KGU_C016_DP0028,TAWAU-KENINGAU,KAMPUNG DUROK,5.327456674,116.1514393
KGU_C016_DP0029,TAWAU-KENINGAU,KAMPUNG DUROK,5.328116452,116.150829
KGU_C016_DP002A,BRASANAN-KENINGAU,BERSATU LIGHT INDUSTRIAL PARK,,
KGU_C016_DP0030,TAWAU-KENINGAU,KAMPUNG DUROK,5.328405891,116.1508755
KGU_C016_DP0031,KAMPUNG DUROK,KAMPUNG DUROK,5.324819844,116.1517727
KGU_C016_DP0032,KAMPUNG DUROK,KAMPUNG DUROK,5.325766073,116.1513206
KGU_C016_DP0033,KAMPUNG DUROK,KAMPUNG DUROK,5.315296284,116.1582164
KGU_C016_DP0034,KAMPUNG DUROK,KAMPUNG DUROK,5.31677494,116.1512866
KGU_C016_DP0035,KAMPUNG DUROK,KAMPUNG DUROK,5.319659293,116.152643
KGU_C016_DP0036,KAMPUNG DUROK,KAMPUNG DUROK,5.323108439,116.1520787
KGU_C016_DP0037,LIMBAWAN,KAMPUNG LIMBAWAN,5.318812441,116.155308
KGU_C016_DP0038,LIMBAWAN,KAMPUNG LIMBAWAN,5.320421785,116.1553907
KGU_C016_DP0039,LIMBAWAN,KAMPUNG LIMBAWAN,5.324767041,116.1551813
KGU_C016_DP003A,BRASANAN-KENINGAU,BERSATU LIGHT INDUSTRIAL PARK,,
KGU_C016_DP0040,LIMBAWAN,KAMPUNG LIMBAWAN,5.326423133,116.1554743
KGU_C016_DP0041,LIMBAWAN,KAMPUNG LIMBAWAN,5.327463127,116.1539597
KGU_C016_DP0042,LIMBAWAN,KAMPUNG LIMBAWAN,5.328601851,116.153159
KGU_C016_DP0043,LIMBAWAN,KAMPUNG LIMBAWAN,5.329494559,116.1517597
KGU_C016_DP0044,MARKET,KAMPUNG MASJID II,5.329819698,116.1546163
KGU_C016_DP0045,MARKET,KAMPUNG MASJID II,5.330805583,116.1545817
KGU_C016_DP0046,MASJID,KAMPUNG MASJID,5.330669794,116.1530477
KGU_C016_DP0047,MASJID,KAMPUNG MASJID,5.330549642,116.1520208
KGU_C016_DP0048,NABAWAN,KENINGAU,5.327643668,116.1509217
KGU_C016_DP0049,FERI PEGALAN,KAMPUNG DUROK,5.315574221,116.1583274
KGU_C016_DP004A,BRASANAN-KENINGAU,BERSATU LIGHT INDUSTRIAL PARK,,
KGU_C016_DP0050,KENINGAU-NABAWAN,YUN FOOK INDUSTRIAL,5.325550373,116.1505987
KGU_C016_DP0051,FERI PEGALAN,KAMPUNG DUROK,5.315687331,116.1507194
KGU_C016_DP007A,BRASANAN-KENINGAU,SEDCO INDUSTRIAL PARK,,
KGU_C016_DP019A,NABAWAN-KENINGAU,KENINGAU,5.325804811,116.1499334
KGU_C016_DP020A,TAWAU-KENINGAU,KENINGAU,5.325357815,116.1504834
KGU_C016_DP020B,NABAWAN-KENINGAU,KENINGAU,5.325500203,116.1499855
KGU_C016_DP021A,KENINGAU-NABAWAN,KENINGAU,5.325357763,116.1506029
KGU_C016_DP025A,BAKIAU BYPASS,KENINGAU,,
KGU_C016_DP026A,BAKIAU BY PASS,KAMPUNG KADALAKAN,5.318125024,116.1494682
KGU_C016_DP033A,NABAWAN-KENINGAU,KAMPUNG DUROK,5.316413786,116.1560929
KGU_C016_DP033B,FERI PEGALAN,KAMPUNG DUROK,5.315146472,116.1592661
KGU_C016_DP034A,FERI PEGALAN,KAMPUNG DUROK,5.315694267,116.1508228
KGU_C016_DP037A,LIMBAWAN,KAMPUNG LIMBAWAN,5.317385361,116.1556829
KGU_C016_DP038A,LIMBAWAN,KAMPUNG LIMBAWAN,5.318569568,116.154576
KGU_C016_DP039A,LIMBAWAN,KAMPUNG LIMBAWAN,5.324481994,116.1556298
KGU_C016_DP039B,LIMBAWAN,KAMPUNG LIMBAWAN,5.323662088,116.1558017
KGU_C016_DP046A,TENOM-KENINGAU,KAMPUNG MASJID,5.33150701,116.1526218
KGU_C016_DP047A,MASJID,KAMPUNG MASJID,5.329660607,116.1531248
KGU_C017_DP0001,ONE PLAZA,ONE PLAZA,5.372206359,116.182093
KGU_C017_DP0002,ONE PLAZA,ONE PLAZA,5.372086762,116.1822553
KGU_C017_DP0003,ONE PLAZA,ONE PLAZA,5.371962539,116.1824105
KGU_C017_DP0004,ONE PLAZA,ONE PLAZA,5.371842954,116.1825705
KGU_C017_DP0005,ONE PLAZA,ONE PLAZA,5.372496864,116.1822386
KGU_C017_DP0006,ONE PLAZA,ONE PLAZA,5.372370346,116.1823869
KGU_C017_DP0007,ONE PLAZA,ONE PLAZA,5.37224842,116.1825492
KGU_C017_DP0008,ONE PLAZA,ONE PLAZA,5.372124175,116.1827091
KGU_C017_DP0009,ONE PLAZA,ONE PLAZA,5.371744222,116.1827538
KGU_C017_DP0010,ONE PLAZA,ONE PLAZA,5.371509676,116.1830808
KGU_C017_DP0011,ONE PLAZA,ONE PLAZA,5.371364588,116.183215
KGU_C017_DP0012,ONE PLAZA,ONE PLAZA,5.371948442,116.1829177
KGU_C017_DP0013,ONE PLAZA,ONE PLAZA,5.37185707,116.1830243
KGU_C017_DP0014,ONE PLAZA,ONE PLAZA,5.371641566,116.1832675
KGU_C017_DP0015,ONE PLAZA,ONE PLAZA,5.371512661,116.1834275
KGU_C017_DP0016,ONE PLAZA,ONE PLAZA,5.371358243,116.183564
KGU_C017_DP0017,ONE PLAZA,ONE PLAZA,5.371210398,116.1837866
KGU_C017_DP0018,ONE PLAZA,ONE PLAZA,5.371083835,116.1839443
KGU_C017_DP0019,TAMAN JUTAYA,TAMAN JUTAYA PHASE 1,5.363808167,116.1759465
KGU_C017_DP0020,TAMAN JUTAYA,TAMAN JUTAYA PHASE 1,5.362758323,116.1763484
KGU_C017_DP0021,JUTAYA 2C,TAMAN JUTAYA PHASE 2,5.366284894,116.1787201
KGU_C017_DP0022,JUTAYA 2D,TAMAN JUTAYA PHASE 2,5.367720289,116.1795807
KGU_C017_DP0023,APIN-APIN-KENINGAU,QUATERS HOSPITAL KENINGAU,5.371558962,116.1797868
KGU_C017_DP0024,APIN-APIN-KENINGAU,KENINGAU,5.367395526,116.1811488
KGU_C017_DP0025,HARMONY VILLA 6,HARMONY VILLA,5.375382808,116.1805742
KGU_C017_DP0026,HARMONY VILLA 6,HARMONY VILLA,5.374864085,116.1803894
KGU_C017_DP0027,HARMONY VILLA 5,HARMONY VILLA,5.375187403,116.1808935
KGU_C017_DP0028,HARMONY VILLA 3,HARMONY VILLA,5.374294641,116.1801781
KGU_C017_DP0029,HARMONY VILLA 4,HARMONY VILLA,5.37301339,116.181266
KGU_C017_DP0030,HARMONY VILLA 4,HARMONY VILLA,5.373773273,116.1802121
KGU_C017_DP0031,HARMONY VILLA 3,HARMONY VILLA,5.373523156,116.18166
KGU_C017_DP0032,HARMONY VILLA 1,HARMONY VILLA,5.374182017,116.1811241
KGU_C017_DP0033,HARMONY VILLA 2,HARMONY VILLA,5.374058928,116.1819337
KGU_C017_DP0034,HARMONY VILLA 1,HARMONY VILLA,5.374696872,116.1814516
KGU_C017_DP0035,HARMONY VILLA 1,HARMONY VILLA,5.374441049,116.1821068
KGU_C017_DP0036,,KENINGAU,5.36809698,116.1867513
KGU_C017_DP0037,,KENINGAU,5.368985412,116.186024
KGU_C017_DP0038,,KENINGAU,5.391180388,116.1684373
KGU_C017_DP0039,,KENINGAU,5.380855084,116.1685014
KGU_C017_DP0040,,KENINGAU,5.383655803,116.1696879
KGU_C017_DP0041,,KENINGAU,5.385493536,116.1713364
KGU_C017_DP0042,,KENINGAU,5.379021784,116.1790499
KGU_C017_DP0043,,KENINGAU,5.380014599,116.1802655
KGU_C017_DP0044,,KENINGAU,5.377915962,116.1802933
KGU_C017_DP0045,,KENINGAU,5.379039088,116.1807023
KGU_C017_DP0046,,KENINGAU,5.373911179,116.1794274
KGU_C017_DP0047,,KENINGAU,5.376185311,116.1803622
KGU_C017_DP0048,,KENINGAU,5.376827304,116.1822352
KGU_C017_DP0049,APIN-APIN,KUARTERS HOSPITAL KENINGAU,5.375568606,116.1837207
KGU_C017_DP0050,,KENINGAU,5.373802052,116.185005
KGU_C017_DP0051,TAMAN JUTAYA 1,TAMAN JUTAYA 1,5.363090298,116.1772229
KGU_C017_DP0052,TUDAN BARU,KAMPUNG TAMAN CERIA TUDAN BARU,5.379287629,116.1813345
KGU_C017_DP0053,TUDAN BARU,KAMPUNG TUDAN BARU,5.378584704,116.1800477
KGU_C017_DP0054,TUDAN BARU,KAMPUNG TUDAN BARU,5.377102315,116.1810406
KGU_C017_DP0055,JUTAYA 2C,TAMAN JUTAYA PHASE 2,5.366512325,116.1788981
KGU_C017_DP0056,JUTAYA 2B,TAMAN JUTAYA PHASE 2,5.367179373,116.1797634
KGU_C017_DP0057,TOBOH BARU,KAMPUNG TOBOH BARU,5.368453363,116.1870623
KGU_C017_DP0058,BINGKOR BYPASS,KAMPUNG TAMAN RAKYAT,5.373468156,116.1848172
KGU_C017_DP0059,BINGKOR BYPASS,KAMPUNG TAMAN RAKYAT BINGKOR,5.371868297,116.1846345
KGU_C017_DP0060,HOSPITAL KENINGAU,KUARTERS HOSPITAL KENINGAU,5.371581785,116.1798738
KGU_C017_DP0061,APIN-APIN,PUSAT KRAFTANGAN KENINGAU,5.369850879,116.1842635
KGU_C017_DP0062,APIN-APIN,KUARTERS HOSPITAL KENINGAU,5.372752569,116.1801888
KGU_C017_DP0063,APIN-APIN,KUARTERS HOSPITAL KENINGAU,5.372343441,116.1802599
KGU_C017_DP0064,APIN-APIN,KUARTERS HOSPITAL KENINGAU,5.372672801,116.1796131
KGU_C017_DP0065,APIN-APIN,HOSPITAL KENINGAU,5.370210942,116.1817209
KGU_C017_DP0066,KENINGAU PAMALAN,KAMPUNG TUDAN BARU,5.380939765,116.1803661
KGU_C017_DP0067,KENINGAU TAMBUNAN,TAMAN JUTAYA 2,5.36664572,116.1790951
KGU_C017_DP0068,KENINGAU TAMBUNAN,TAMAN JUTAYA 2,5.366871654,116.1782196
KGU_C017_DP0069,TOBOH BARU,KAMPUNG TOBOH BARU,5.369469524,116.1856959
KGU_C017_DP0070,KAMPUNG KENINGAU PAMALAN,KAMPUNG TUDAN BARU,5.381147746,116.1801639
KGU_C017_DP0071,KENINGAU-APIN-APIN,KAMPUNG TOBOH BARU,5.369708892,116.1800521
KGU_C017_DP0072,JUTAYA 2D,TAMAN JUTAYA,5.367786491,116.1797095
KGU_C017_DP0073,KAMPUNG TAMAN RAKYAT,KAMPUNG TUDAN BARU,5.371728459,116.1784009
KGU_C017_DP0074,BINGKOR BYPASS,KAMPUNG TUDAN BARU,5.375349693,116.1839516
KGU_C017_DP0075,TOBOH BARU,KAMPUNG TOBOH BARU,5.369869009,116.1879972
KGU_C017_DP0076,TOBOH BARU,KAMPUNG TOBOH BARU,5.368972087,116.1873405
KGU_C017_DP0077,BINGKOR BYPASS,KAMPUNG SASAIE,5.384253797,116.1834301
KGU_C017_DP0078,BINGKOR BYPASS,KAMPUNG TUDAN BARU,5.382481797,116.182852
KGU_C017_DP0079,KENINGAU-APIN-APIN,KAMPUNG TOBOH BARU,5.372014605,116.1795333
KGU_C017_DP009A,ONE PLAZA,ONE PLAZA,5.371588645,116.1828892
KGU_C017_DP010A,ONE PLAZA,ONE PLAZA,5.37169596,116.1828583
KGU_C017_DP011A,ONE PLAZA,ONE PLAZA,5.371521892,116.1829633
KGU_C017_DP013A,ONE PLAZA,ONE PLAZA,5.371734052,116.1831714
KGU_C017_DP015A,ONE PLAZA,ONE PLAZA,5.37141627,116.1836085
KGU_C017_DP018A,SEKOLAH KEBANGSAAN LUAGAN,XBA1028,5.370904213,116.1850436
KGU_C017_DP019A,TAMAN JUTAYA,TAMAN JUTAYA PHASE 1,5.366744669,116.1770238
KGU_C017_DP019B,TAMAN JUTAYA,TAMAN JUTAYA PHASE 1,5.363889425,116.1765738
KGU_C017_DP020A,TAMAN JUTAYA,TAMAN JUTAYA PHASE 1,5.363371563,116.1767575
KGU_C017_DP020B,TAMAN JUTAYA,TAMAN JUTAYA PHASE 1,5.363112061,116.1773088
KGU_C017_DP021A,JUTAYA 2G,TAMAN JUTAYA PHASE 2,5.367399249,116.1777581
KGU_C017_DP021B,JUTAYA E,TAMAN JUTAYA PHASE 2,5.366669742,116.1780178
KGU_C017_DP021C,JUTAYA 2C,TAMAN JUTAYA PHASE 2,5.366024236,116.1794241
KGU_C017_DP022A,JUTAYA 2H,TAMAN JUTAYA PHASE 2,5.368937793,116.1786067
KGU_C017_DP022B,JUTAYA 2F,TAMAN JUTAYA PHASE 2,5.368476468,116.1791231
KGU_C017_DP022C,JUTAYA 2B,TAMAN JUTAYA PHASE 2,5.367326851,116.1799325
KGU_C017_DP023A,KENINGAU -APIN-APIN,QUATERS HOSPITAL KENINGAU,5.371972502,116.1794431
KGU_C017_DP023B,KENINGAU -APIN-APIN,QUATERS HOSPITAL KENINGAU,5.372121559,116.1798691
KGU_C017_DP023C,KENINGAU -APIN-APIN,QUATERS HOSPITAL KENINGAU,5.371746454,116.1804532
KGU_C017_DP024A,SMK KENINGAU 2,SMK KENINGAU 2,5.369735147,116.1802083
KGU_C017_DP025A,HARMONY VILLA 3,HARMONY VILLA,5.374771762,116.1800932
KGU_C017_DP035A,HARMONY VILLA 1,TAMAN HARMONY VILLA,5.375035114,116.1831418
KGU_C017_DP036A,,KENINGAU,5.369762794,116.1879169
KGU_C017_DP036B,,KENINGAU,5.369719725,116.1870212
KGU_C017_DP043A,TUDAN BARU,KAMPUNG TUDAN BARU,5.37939954,116.1795847
KGU_C017_DP046A,,KENINGAU,5.370536859,116.1779957
KGU_C017_DP051A,JUTAYA 1,TAMAN JUTAYA PHASE 1,5.363592439,116.1763921
KGU_C017_DP051B,JUTAYA 1,TAMAN JUTAYA PHASE 1,5.363461515,116.1767258
KGU_C017_DP053A,TUDAN BARU,KAMPUNG TUDAN BARU,,
KGU_C017_DP054A,TUDAN BARU,TUDAN BARU,5.376274416,116.1806685
KGU_C017_DP055A,JUTAYA 2E,TAMAN JUTAYA PHASE 2,5.367107663,116.1783794
KGU_C017_DP055B,JUTAYA 2G,TAMAN JUTAYA PHASE 2,5.367615501,116.1779387
KGU_C017_DP056A,JUTAYA 2D,TAMAN JUTAYA PHASE 2,5.367532861,116.1794279
KGU_C017_DP056B,JUTAYA 2F,TAMAN JUTAYA PHASE 2,5.368165322,116.1788318
KGU_C017_DP058A,BINGKOR BYPASS,KAMPUNG TAMAN RAKYAT BINGKOR,5.374099103,116.1830906
KGU_C017_DP059A,BINGKOR BYPASS,KAMPUNG TAMAN RAKYAT BINGKOR,5.372041871,116.1833787
KGU_C017_DP059B,BINGKOR BYPASS,HOSPITAL KENINGAU,,
KGU_C017_DP060A,BINGKOR BYPASS,KUARTERS HOSPITAL KENINGAU,5.371835755,116.180456
KGU_C017_DP060B,BINGKOR BYPASS,KUARTERS HOSPITAL KENINGAU,5.372094643,116.1798566
KGU_C017_DP062A,APIN-APIN,KUARTERS HOSPITAL KENINGAU,,
KGU_C017_DP063A,APIN-APIN,KUARTERS HOSPITAL KENINGAU,,
KGU_C017_DP064A,APIN-APIN,KUARTERS HOSPITAL KENINGAU,,
KGU_C017_DP069A,KENINGAU-APIN-APIN,KAMPUNG TOBOH BARU,5.371844034,116.1852467
KGU_C017_DP072A,JUTAYA 2B,TAMAN JUTAYA,5.36762812,116.1805039
KGU_C017_DP073A,APIN-APIN,KUARTERS SMK KENINGAU 2,,
KGU_C017_DP078A,BINGKOR BYPASS,KAMPUNG SASAIE,5.385787379,116.1838543
KGU_C018_DP0001,BORNEO 1,BORNEO COMMERCIAL CENTRE,5.350907801,116.1268383
KGU_C018_DP0002,BORNEO 1,BORNEO COMMERCIAL CENTRE,5.351244052,116.1263173
KGU_C018_DP0003,BORNEO 2,BORNEO COMMERCIAL CENTRE,5.351405575,116.1268015
KGU_C018_DP0004,MASAK,KAMPUNG BULU SILOU,5.351417318,116.1276829
KGU_C018_DP0005,MASAK,KAMPUNG BULU SILOU,5.350878508,116.1286407
KGU_C018_DP0006,MASAK,KAMPUNG BULU SILOU,5.349824371,116.1302613
KGU_C018_DP0007,MASAK,KAMPUNG BULU SILOU,5.34930181,116.1311776
KGU_C018_DP0008,MASAK,KAMPUNG BULU SILOU,5.350633133,116.1325342
KGU_C018_DP0009,MASAK,KAMPUNG MASAK,5.347453711,116.142478
KGU_C018_DP0010,MASAK,KAMPUNG MASAK,5.348073015,116.1417628
KGU_C018_DP0011,MASAK,KAMPUNG MASAK,5.347041122,116.1406974
KGU_C018_DP0012,MASAK,KAMPUNG BULU SILOU,5.347225361,116.1346303
KGU_C018_DP0013,BULU SILOU,KAMPUNG BULU SILOU,5.350792596,116.1358746
KGU_C018_DP0014,BULU SILOU,KAMPUNG BULU SILOU,5.350667674,116.1338589
KGU_C018_DP0015,BULU SILOU,KAMPUNG BULU SILOU,5.348945533,116.133368
KGU_C018_DP0016,BULU SILOU,KAMPUNG BULU SILOU,5.353188283,116.1342544
KGU_C018_DP0017,MASAK,KAMPUNG MOTTOU,5.342371586,116.1444995
KGU_C018_DP0018,PATIKANG ULU,KENINGAU INSTITUTE DRIVING ACADEMY,5.347771579,116.1247518
KGU_C018_DP0019,MASAK,KAMPUNG MOTTOU,5.340003711,116.14681
KGU_C018_DP0020,MASAK,KAMPUNG MOTTOU,5.339830862,116.1452102
KGU_C018_DP0021,MASAK,KAMPUNG MOTTOU,5.340964461,116.1463634
KGU_C018_DP0022,MASAK,KAMPUNG MOTTOU,5.342170957,116.1438886
KGU_C018_DP0023,MASAK,KAMPUNG MOTTOU,5.34395336,116.1401105
KGU_C018_DP0024,MASAK,KAMPUNG CONTOH,5.344907953,116.136261
KGU_C018_DP0025,ULU PATIKANG,KAMPUNG MUHIBBAH,5.34411697,116.1230501
KGU_C018_DP0026,ULU PATIKANG,KAMPUNG MUHIBBAH,5.347716355,116.1246844
KGU_C018_DP0027,BULU SILOU,KAMPUNG BULU SILOU,5.352782734,116.1331094
KGU_C018_DP0028,BULU SILOU,KAMPUNG BULU SILOU,5.352347436,116.1335277
KGU_C018_DP0029,BULU SILOU,KAMPUNG BULU SILOU,5.349948157,116.1328637
KGU_C018_DP0030,MASAK SPUR,KAMPUNG BULU SILOU,5.348309907,116.1322785
KGU_C018_DP0031,ULU PATIKANG,KAMPUNG BULU SILOU,5.348046318,116.1262446
KGU_C018_DP0032,ULU PATIKANG,KAMPUNG BULU SILOU,5.346062713,116.1277095
KGU_C018_DP0033,ULU PATIKANG,KAMPUNG BULU SILOU,5.344249612,116.1290902
KGU_C018_DP0034,BULU SILOU,KAMPUNG BULU SILOU,5.35250122,116.1330575
KGU_C018_DP0035,BULU SILOU,KAMPUNG BULU SILOU,5.352228304,116.1335219
KGU_C018_DP0036,BARIAWA,KAMPUNG AGUDON,,
KGU_C018_DP0037,BARIAWA,KAMPUNG AGUDON,,
KGU_C018_DP0038,BARIAWA,KAMPUNG AGUDON,,
KGU_C018_DP0039,BARIAWA,KAMPUNG AGUDON,5.355088139,116.1204242
KGU_C018_DP003A,BORNEO 2,KAMPUNG BULU SILOU,5.351557545,116.1267125
KGU_C018_DP003B,BORNEO 2,KAMPUNG BULU SILOU,5.351724068,116.1266431
KGU_C018_DP0040,KAMPUNG MASAK VILLA,KAMPUNG MASAK,5.346440977,116.1402934
KGU_C018_DP0041,MASAK SPUR,KAMPUNG BULU SILOU,5.342642355,116.1447706
KGU_C018_DP0042,MASAK,KENINGAU,5.340267084,116.1477383
KGU_C018_DP0043,ULU PATIKANG,KAMPUNG BULU SILOU,5.352171969,116.1245382
KGU_C018_DP0044,KENINGAU,KAMPUNG BULU SILOU-KGU,5.349734149,116.1283534
KGU_C018_DP0045,KENINGAU,KAMPUNG BULU SILOU-KGU,5.349594979,116.1289361
KGU_C018_DP0046,KIMANIS-KENINGAU,KAMPUNG AGUDON,5.353578185,116.1281336
KGU_C018_DP0047,KIMANIS-KENINGAU,KAMPUNG AGUDON,5.355714677,116.1288892
KGU_C018_DP0048,KIMANIS-KENINGAU,KAMPUNG AGUDON,5.354171823,116.1299189
KGU_C018_DP005A,BORNEO 2,KAMPUNG BULU SILOU,,
KGU_C018_DP011A,MASAK,KAMPUNG MASAK,5.346924636,116.1419328
KGU_C018_DP011B,MASAK,KAMPUNG MASAK,5.346811006,116.1397354
KGU_C018_DP012A,MASAK,KAMPUNG BULU SILOU,5.345274698,116.1368496
KGU_C018_DP013A,BULU SILOU,KAMPUNG BULU SILOU,5.350138716,116.137435
KGU_C018_DP013B,BULU SILOU,KAMPUNG BULU SILOU,5.357191391,116.1363229
KGU_C018_DP014A,BULU SILOU,KAMPUNG BULU SILOU,5.350127981,116.136159
KGU_C018_DP017A,MASAK,KAMPUNG MOTTOU,5.341417868,116.1459376
KGU_C018_DP018A,PATIKANG ULU,KENINGAU INSTITUTE DRIVING ACADEMY,,
KGU_C018_DP025A,ULU PATIKANG,KAMPUNG MUHIBBAH,,
KGU_C018_DP028A,BULU SILOU,KAMPUNG BULU SILOU,5.352095242,116.1329397
KGU_C018_DP031A,ULU PATIKANG,KAMPUNG BULU SILOU,5.346963409,116.1270085
KGU_C018_DP032A,ULU PATIKANG,KAMPUNG BULU SILOU,5.345587518,116.1277877
KGU_C018_DP033A,ULU PATIKANG,KAMPUNG BULU SILOU,5.343788987,116.128939
KGU_C018_DP038A,BARIAWA,KAMPUNG AGUDON,5.353330408,116.1218238
KGU_C018_DP039A,BARIAWA,KAMPUNG AGUDON,5.353142685,116.1224284
KGU_C019M_DP0001,DANGULAD - TUARID TAUD,KENINGAU,5.347243917,116.1837236
KGU_C019M_DP0002,DANGULAD - TUARID TAUD,KAMPUNG TUARID TAUD,5.348352636,116.1689947
KGU_C019M_DP0003,DANGULAD - TUARID TAUD,KAMPUNG TUARID TAUD,5.350019064,116.1707007
KGU_C019M_DP0004,DANGULAD - TUARID TAUD,KAMPUNG TUARID TAUD,5.348927355,116.1715046
KGU_C019M_DP0005,DANGULAD - TUARID TAUD,KAMPUNG TUARID TAUD,5.345206793,116.1696603
KGU_C019M_DP0006,DANGULAD - TUARID TAUD,KAMPUNG TUARID,5.346821264,116.1696058
KGU_C019M_DP0007,DANGULAD - TUARID TAUD,KAMPUNG TUARID TAUD,5.347198042,116.1707124
KGU_C019M_DP0008,DANGULAD - TUARID TAUD,TAMAN JAYA,5.347357844,116.1723432
KGU_C019M_DP0009,DANGULAD - TUARID TAUD,KAMPUNG TUARID TAUD,5.343627223,116.1770323
KGU_C019M_DP0010,DANGULAD - TUARID TAUD,KAMPUNG KOTA AYANGAN,5.35802039,116.1927866
KGU_C019M_DP0011,DANGULAD - TUARID TAUD,KAMPUNG KOTA AYANGAN,5.354047587,116.190305
KGU_C019M_DP0012,DANGULAD - TUARID TAUD,KAMPUNG KOTA AYANGAN,5.351278787,116.1883903
KGU_C019M_DP0013,DANGULAD - TUARID TAUD,KAMPUNG TOBO LAUT,5.349709708,116.1871223
KGU_C019M_DP0014,,KENINGAU,5.346185727,116.1805155
KGU_C019M_DP0015,KOTA AYANGAN,TOBOH LAUT,5.349034301,116.1865108
KGU_C019M_DP0016,TUARID,KAMPUNG TUARID LIAWAN,5.349436161,116.1687259
KGU_C019M_DP0017,KOTA AYANGAN,KAMPUNG TUARID TAUD,5.346186459,116.18086
KGU_C019M_DP0018,KOTA AYANGAN,KAMPUNG TUARID TAUD,5.346349097,116.1706285
KGU_C019M_DP0019,KOTA AYANGAN,TAMAN JAYA,5.347627696,116.1716158
