FDP Name,Street Name,Section,Latitude,Longitude
KGU_C001_DP0001,VILLA PALMA TIMUR,TAMAN VILLA PALMA,5.375806829,116.1571138
KGU_C001_DP0002,VILLA PALMA TIMUR,TAMAN VILLA PALMA,5.375584276,116.1573829
KGU_C001_DP0003,VILLA PALMA,PLAZA PALMA,5.375221979,116.1576992
KGU_C001_DP0004,VILLA PALMA 2,TAMAN VILLA PALMA,5.374914604,116.1567329
KGU_C001_DP0005,VILLA PALMA 2,TAMAN VILLA PALMA,5.375081438,116.1568893
KGU_C001_DP0006,VILLA PALMA 2,TAMAN VILLA PALMA,5.375304322,116.1570627
KGU_C001_DP0007,VILLA PALMA 1,TAMAN VILLA PALMA,5.374607031,116.1571343
KGU_C001_DP0008,VILLA PALMA 1,TAMAN VILLA PALMA,5.374794288,116.1572923
KGU_C001_DP0009,VILLA PALMA 1,TAMAN VILLA PALMA,5.374996977,116.1574333
KGU_C001_DP0010,VILLA PALMA BARAT,TAMAN VILLA PALMA,5.374752867,116.156226
KGU_C001_DP0011,VILLA PALMA,TAMAN VILLA PALMA,5.374575116,116.156487
KGU_C001_DP0012,VILLA PALMA BARAT,TAMAN VILLA PALMA,5.374104308,116.1570271
KGU_C001_DP0013,TAMAN WAWASAN JUTA 2 A,TAMAN WAWASAN JUTA 2,5.378225642,116.163903
KGU_C001_DP0014,TAMAN WAWASAN JUTA 2 A,TAMAN WAWASAN JUTA 2,5.37774288,116.1634688
KGU_C001_DP0015,TAMAN WAWASAN JUTA 2 A,TAMAN WAWASAN JUTA 2,5.377190014,116.1630281
KGU_C001_DP0016,TAMAN WAWASAN JUTA 2 A,TAMAN WAWASAN JUTA 2,5.376069648,116.1620878
KGU_C001_DP0017,TAMAN WAWASAN JUTA 2 A,TAMAN WAWASAN JUTA 2,5.377870883,116.1633345
KGU_C001_DP0018,TAMAN WAWASAN JUTA 2 B,TAMAN WAWASAN JUTA 2,5.377314253,116.162833
KGU_C001_DP0019,TAMAN WAWASAN JUTA 2 C,TAMAN WAWASAN JUTA 2,5.37619511,116.1619287
KGU_C001_DP0020,TAMAN WAWASAN JUTA 2 C,TAMAN WAWASAN JUTA 2,5.378407297,116.163337
KGU_C001_DP0021,TAMAN WAWASAN JUTA 2 C,TAMAN WAWASAN JUTA 2,5.377760198,116.162807
KGU_C001_DP0022,TAMAN WAWASAN JUTA 2 C,TAMAN WAWASAN JUTA 2,5.377279993,116.1623795
KGU_C001_DP0023,VILLA PALMA 5,TAMAN VILLA PALMA,5.376409899,116.1616582
KGU_C001_DP0024,VILLA PALMA 6,TAMAN VILLA PALMA,5.377196258,116.1546936
KGU_C001_DP0025,VILLA PALMA 6,TAMAN VILLA PALMA,5.376919732,116.1544633
KGU_C001_DP0026,VILLA PALMA 7,TAMAN VILLA PALMA,5.37739256,116.1541553
KGU_C001_DP0027,VILLA PALMA BARAT,TAMAN VILLA PALMA,5.376687617,116.1539771
KGU_C001_DP0028,VILLA PALMA BARAT,TAMAN VILLA PALMA,5.375713353,116.1551556
KGU_C001_DP0030,VILLA PALMA 4,TAMAN VILLA PALMA,5.375760574,116.1558588
KGU_C001_DP0031,VILLA PALMA 3,TAMAN VILLA PALMA,5.375711994,116.1564692
KGU_C001_DP0032,VILLA PALMA 3,TAMAN VILLA PALMA,5.3754429,116.1562328
KGU_C001_DP0033,VILLA PALMA BARAT,TAMAN VILLA PALMA,5.377780722,116.1547788
KGU_C001_DP0034,VILLA PALMA BARAT,TAMAN VILLA PALMA,5.376785534,116.1559461
KGU_C001_DP0035,MUHIBBAH,TAMAN MUHIBBAH,5.378344342,116.1552229
KGU_C001_DP0036,MUHIBBAH,TAMAN MUHIBBAH,5.378063939,116.1555441
KGU_C001_DP0037,MUHIBBAH,TAMAN MUHIBBAH,5.377741514,116.1558799
KGU_C001_DP0038,MUHIBBAH,TAMAN MUHIBBAH,5.377475811,116.1562234
KGU_C001_DP0039,MUHIBBAH,TAMAN MUHIBBAH,5.376612121,116.1572436
KGU_C001_DP003A,VILLA PALMA,PLAZA PALMA,5.375044465,116.1579316
KGU_C001_DP0040,MUHIBBAH,TAMAN MUHIBBAH,5.375450832,116.1585676
KGU_C001_DP0041,MUHIBBAH 7,TAMAN MUHIBBAH,5.377154322,116.1565844
KGU_C001_DP0042,VILLA PALMA 2,VILLA PALMA PHASE 2,5.373512871,116.1543045
KGU_C001_DP0043,VILLA PALMA 2,VILLA PALMA PHASE 2,5.373226355,116.1540519
KGU_C001_DP0044,KAMPUNG KGU PAMALAN BYPASS,KAMPUNG KENINGAU,5.372936656,116.1538185
KGU_C001_DP0045,VILLA PALMA 2B,VILLA PALMA PHASE 2,5.373697515,116.153729
KGU_C001_DP0046,VILLA PALMA 2A,VILLA PALMA PHASE 2,5.373516055,116.1533357
KGU_C001_DP0047,VILLA PALMA 2A,VILLA PALMA PHASE 2,5.373315494,116.1535595
KGU_C001_DP0048,VILLA PALMA 2A,VILLA PALMA PHASE 2,5.373089464,116.1531918
KGU_C001_DP0049,LUANGAN,KAMPUNG LINSOSOD,5.375090621,116.1549662
KGU_C001_DP0050,LUANGAN,KAMPUNG LINSOSOD,5.374425304,116.1549679
KGU_C001_DP0051,LUANGAN,KAMPUNG LINSOSOD,5.374727016,116.1548121
KGU_C001_DP0052,LUANGAN,KAMPUNG LINSOSOD,5.374495357,116.154607
KGU_C001_DP0053,LUANGAN,KAMPUNG LINSOSOD,5.37426589,116.1544145
KGU_C001_DP0054,LUANGAN,KAMPUNG LINSOSOD,5.374015062,116.1542042
KGU_C001_DP011A,VILLA PALMA,TAMAN VILLA PALMA,5.374369232,116.1567466
KGU_C001_DP023A,VILLA PALMA 5,TAMAN VILLA PALMA,,
KGU_C001_DP027A,VILLA PALMA BARAT,TAMAN VILLA PALMA,,
KGU_C001_DP028A,VILLA PALMA BARAT,TAMAN VILLA PALMA,,
KGU_C001_DP030A,VILLA PALMA 4,TAMAN VILLA PALMA,,
KGU_C001_DP033A,VILLA PALMA BARAT,TAMAN VILLA PALMA,,
KGU_C001_DP034A,VILLA PALMA BARAT,TAMAN VILLA PALMA,,
KGU_C001_DP050A,LUANGAN,KAMPUNG LINSOSOD,5.373958355,116.1545647
KGU_C002_DP0001,MDK 3A,TAMAN MDK,5.367767136,116.1608332
KGU_C002_DP0004,MDK 3A,TAMAN MDK,5.36845709,116.1595042
KGU_C002_DP0009,TAMAN MDK (1),TAMAN MDK,5.372704171,116.1625453
KGU_C002_DP0013,MDK 4B (3),TAMAN MDK,5.369917277,116.1616379
KGU_C002_DP0014,MDK 4B (3),TAMAN MDK,5.370488903,116.1620901
KGU_C002_DP0015,MDK 4B (3),TAMAN MDK,5.37082198,116.1623621
KGU_C002_DP0016,MDK 4B (3),TAMAN MDK,5.370471624,116.1626979
KGU_C002_DP0017,MDK 4B (3),TAMAN MDK,5.370296354,116.1625404
KGU_C002_DP0018,MDK 4B (3),TAMAN MDK,5.370059363,116.1623467
KGU_C002_DP0019,MDK 4B (3),TAMAN MDK,5.369828033,116.162123
KGU_C002_DP001A,MDK 3A,TAMAN MDK,5.367806877,116.1614109
KGU_C002_DP0020,MDK 4B (3),TAMAN MDK,5.369647967,116.1619833
KGU_C002_DP0021,MDK 4B (2),TAMAN MDK,5.37015236,116.163267
KGU_C002_DP0022,MDK 4B (2),TAMAN MDK,5.36997546,116.1630838
KGU_C002_DP0023,MDK 4B (2),TAMAN MDK,5.369822423,116.1629486
KGU_C002_DP0024,MDK 4B (2),TAMAN MDK,5.369512525,116.1626867
KGU_C002_DP0025,MDK 4B (2),TAMAN MDK,5.369309603,116.1625297
KGU_C002_DP0026,MDK 4B (2),TAMAN MDK,5.369160271,116.1624005
KGU_C002_DP0029,MDK 2A,TAMAN MDK,5.371375616,116.163817
KGU_C002_DP0033,LUAGAN,KAMPUNG PASIR PUTEH,5.373028496,116.164377
KGU_C002_DP004A,MDK 3A,TAMAN MDK,5.367970358,116.1599601
KGU_C002_DP009A,TAMAN MDK (1),TAMAN MDK,5.373481855,116.1627853
KGU_C002_DP015A,MDK 4B (3),TAMAN MDK,5.370616575,116.1627826
KGU_C002_DP029A,MDK 2A,TAMAN MDK,5.371590209,116.1633553
KGU_C002_DP033A,LUAGAN,KAMPUNG SONDOTON BARU,5.370602155,116.1671406
KGU_C002_DP033B,LUAGAN,KAMPUNG PASIR PUTEH,5.371947219,116.1656896
KGU_C003_DP0002,SABANA,TAMAN SABANA FASA 3,5.371101549,116.1557417
KGU_C003_DP0002,SABANA,TAMAN SABANA FASA 3,5.371101549,116.1557417
KGU_C003_DP0003,SABANA,TAMAN SABANA FASA 3,5.370938997,116.1558615
KGU_C003_DP0003,SABANA,TAMAN SABANA FASA 3,5.370938997,116.1558615
KGU_C003_DP0004,SABANA,TAMAN SABANA FASA 3,5.370763722,116.1559147
KGU_C003_DP0004,SABANA,TAMAN SABANA FASA 3,5.370763722,116.1559147
KGU_C003_DP0010,SABANA 3,TAMAN SABANA FASA 3,5.371676953,116.1565797
KGU_C003_DP0010,SABANA 3,TAMAN SABANA FASA 3,5.371676953,116.1565797
KGU_C003_DP0011,SABANA 3,TAMAN SABANA FASA 3,5.371355826,116.1569241
KGU_C003_DP0011,SABANA 3,TAMAN SABANA FASA 3,5.371355826,116.1569241
KGU_C003_DP0018,SABANA,TAMAN SABANA FASA 4,5.370234091,116.1573793
KGU_C003_DP0018,SABANA,TAMAN SABANA FASA 4,5.370234091,116.1573793
KGU_C003_DP0019,SABANA,TAMAN SABANA FASA 4,5.370387154,116.1574971
KGU_C003_DP0019,SABANA,TAMAN SABANA FASA 4,5.370387154,116.1574971
KGU_C003_DP0020,SABANA,TAMAN SABANA FASA 4,5.370534082,116.1576441
KGU_C003_DP0020,SABANA,TAMAN SABANA FASA 4,5.370534082,116.1576441
KGU_C003_DP0021,SABANA,TAMAN SABANA FASA 4,5.369849697,116.1577824
KGU_C003_DP0021,SABANA,TAMAN SABANA FASA 4,5.369849697,116.1577824
KGU_C003_DP0022,SABANA,TAMAN SABANA FASA 4,5.369998375,116.1579212
KGU_C003_DP0022,SABANA,TAMAN SABANA FASA 4,5.369998375,116.1579212
KGU_C003_DP0023,SABANA,TAMAN SABANA FASA 4,5.369436463,116.158308
KGU_C003_DP0023,SABANA,TAMAN SABANA FASA 4,5.369436463,116.158308
KGU_C003_DP0024,SABANA,TAMAN SABANA FASA 4,5.36960753,116.1584423
KGU_C003_DP0024,SABANA,TAMAN SABANA FASA 4,5.36960753,116.1584423
KGU_C003_DP0025,SABANA,TAMAN SABANA FASA 4,5.369776985,116.1585765
KGU_C003_DP0025,SABANA,TAMAN SABANA FASA 4,5.369776985,116.1585765
KGU_C003_DP0026,SABANA,TAMAN SABANA FASA 4,5.369230405,116.1587781
KGU_C003_DP0026,SABANA,TAMAN SABANA FASA 4,5.369230405,116.1587781
KGU_C003_DP0027,SABANA,TAMAN SABANA FASA 4,5.370061208,116.158707
KGU_C003_DP0027,SABANA,TAMAN SABANA FASA 4,5.370061208,116.158707
KGU_C003_DP0028,SABANA,TAMAN SABANA FASA 4,5.370316404,116.1583634
KGU_C003_DP0028,SABANA,TAMAN SABANA FASA 4,5.370316404,116.1583634
KGU_C003_DP0029,SABANA,TAMAN SABANA FASA 4,5.370506928,116.1581208
KGU_C003_DP0029,SABANA,TAMAN SABANA FASA 4,5.370506928,116.1581208
KGU_C003_DP0030,SABANA,TAMAN SABANA FASA 1,5.370072463,116.1592051
KGU_C003_DP0030,SABANA,TAMAN SABANA FASA 1,5.370072463,116.1592051
KGU_C003_DP0031,SABANA,TAMAN SABANA FASA 1,5.370103743,116.1595421
KGU_C003_DP0031,SABANA,TAMAN SABANA FASA 1,5.370103743,116.1595421
KGU_C003_DP0032,SABANA,TAMAN SABANA FASA 1,5.370221954,116.1596493
KGU_C003_DP0032,SABANA,TAMAN SABANA FASA 1,5.370221954,116.1596493
KGU_C003_DP0039,WAWASAN JUTA 2,TAMAN WAWASAN JUTA 1,5.371485204,116.1591073
KGU_C003_DP0039,WAWASAN JUTA 2,TAMAN WAWASAN JUTA 1,5.371485204,116.1591073
KGU_C003_DP0040,WAWASAN JUTA 2,TAMAN WAWASAN JUTA 1,5.371559469,116.1593561
KGU_C003_DP0040,WAWASAN JUTA 2,TAMAN WAWASAN JUTA 1,5.371559469,116.1593561
KGU_C003_DP0042,WAWASAN JUTA 1,TAMAN WAWASAN JUTA 1,5.370874138,116.1595185
KGU_C003_DP0042,WAWASAN JUTA 1,TAMAN WAWASAN JUTA 1,5.370874138,116.1595185
KGU_C003_DP0044,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.37164367,116.160059
KGU_C003_DP0044,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.37164367,116.160059
KGU_C003_DP0045,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.372152405,116.1605294
KGU_C003_DP0045,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.372152405,116.1605294
KGU_C003_DP0046,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.372308912,116.1610314
KGU_C003_DP0046,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.372308912,116.1610314
KGU_C003_DP0047,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.373018885,116.1618622
KGU_C003_DP0047,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.373018885,116.1618622
KGU_C003_DP0048,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.373555048,116.1623061
KGU_C003_DP0048,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.373555048,116.1623061
KGU_C003_DP0049,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.372944526,116.1611383
KGU_C003_DP0049,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.372944526,116.1611383
KGU_C003_DP0050,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.373476752,116.1615814
KGU_C003_DP0050,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.373476752,116.1615814
KGU_C003_DP0051,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.374010559,116.1620425
KGU_C003_DP0051,TAMAN GOLF VIEW,TAMAN GOLF VIEW,5.374010559,116.1620425
KGU_C003_DP0052,4 JAYA 2,TAMAN JAYA PHASE 2,5.373901549,116.1599546
KGU_C003_DP0052,4 JAYA 2,TAMAN JAYA PHASE 2,5.373901549,116.1599546
KGU_C003_DP0053,3 JAYA 2,TAMAN JAYA PHASE 2,5.374353356,116.1599475
KGU_C003_DP0053,3 JAYA 2,TAMAN JAYA PHASE 2,5.374353356,116.1599475
KGU_C003_DP0054,3 JAYA 2,TAMAN JAYA PHASE 2,5.374068655,116.1603148
KGU_C003_DP0054,3 JAYA 2,TAMAN JAYA PHASE 2,5.374068655,116.1603148
KGU_C003_DP0055,2 JAYA 2,TAMAN JAYA PHASE 2,5.374636253,116.1601994
KGU_C003_DP0055,2 JAYA 2,TAMAN JAYA PHASE 2,5.374636253,116.1601994
KGU_C003_DP0056,2 JAYA 2,TAMAN JAYA PHASE 2,5.374341012,116.1605795
KGU_C003_DP0056,2 JAYA 2,TAMAN JAYA PHASE 2,5.374341012,116.1605795
KGU_C003_DP0057,1 JAYA 2,TAMAN JAYA PHASE 2,5.374834287,116.1606661
KGU_C003_DP0057,1 JAYA 2,TAMAN JAYA PHASE 2,5.374834287,116.1606661
KGU_C003_DP0058,PASIR PUTIH,KAMPUNG SONDOTON,5.366754038,116.1697286
KGU_C003_DP0058,PASIR PUTIH,KAMPUNG SONDOTON,5.366754038,116.1697286
KGU_C003_DP0059,PASIR PUTIH,TAMAN PASIR PUTIH,5.370640178,116.1713573
KGU_C003_DP0059,PASIR PUTIH,TAMAN PASIR PUTIH,5.370640178,116.1713573
KGU_C003_DP0060,PASIR PUTIH,TAMAN PASIR PUTIH,5.369075809,116.1698143
KGU_C003_DP0060,PASIR PUTIH,TAMAN PASIR PUTIH,5.369075809,116.1698143
KGU_C003_DP0061,PASIR PUTIH,KAMPUNG PASIR PUTIH,5.373140718,116.1641913
KGU_C003_DP0061,PASIR PUTIH,KAMPUNG PASIR PUTIH,5.373140718,116.1641913
KGU_C003_DP0062,KENINGAU,KAMPUNG SONDOTON,5.36665355,116.1699221
KGU_C003_DP0062,KENINGAU,KAMPUNG SONDOTON,5.36665355,116.1699221
KGU_C003_DP0063,KENINGAU COMMUNICATION 1,KAMPUNG SONDOTON BARU,5.372618587,116.1677572
KGU_C003_DP0063,KENINGAU COMMUNICATION 1,KAMPUNG SONDOTON BARU,5.372618587,116.1677572
KGU_C003_DP020A,SABANA,TAMAN SABANA FASA 4,5.370172583,116.1580484
KGU_C003_DP020A,SABANA,TAMAN SABANA FASA 4,5.370172583,116.1580484
KGU_C003_DP025A,SABANA,TAMAN SABANA FASA 4,5.369494256,116.15897
KGU_C003_DP025A,SABANA,TAMAN SABANA FASA 4,5.369494256,116.15897
KGU_C003_DP059A,PASIR PUTIH,TAMAN PASIR PUTIH,5.372252463,116.1726884
KGU_C003_DP059A,PASIR PUTIH,TAMAN PASIR PUTIH,5.372252463,116.1726884
KGU_C003_DP061A,PASIR PUTIH,KAMPUNG PASIR PUTIH,5.37156863,116.1661464
KGU_C003_DP061A,PASIR PUTIH,KAMPUNG PASIR PUTIH,5.37156863,116.1661464
KGU_C003_DP061B,PASIR PUTIH,KAMPUNG PASIR PUTIH,5.370741827,116.1649939
KGU_C003_DP061B,PASIR PUTIH,KAMPUNG PASIR PUTIH,5.370741827,116.1649939
KGU_C003_DP061C,COMMUNICATION 1,KAMPUNG SONDOTON,,
KGU_C003_DP061C,COMMUNICATION 1,KAMPUNG SONDOTON,,
KGU_C005_DP0001,TROPICANA VILLA 3,TROPICANA VILLA,5.359286002,116.1623648
KGU_C005_DP0002,TROPICANA VILLA 1,TROPICANA VILLA,5.359477127,116.1627495
KGU_C005_DP0003,TROPICANA VILLA 1,TROPICANA VILLA,5.360026827,116.1626198
KGU_C005_DP0004,TROPICANA VILLA 2,TROPICANA VILLA,5.360232591,116.1623937
KGU_C005_DP0005,TROPICANA VILLA 2,TROPICANA VILLA,5.360188522,116.1621148
KGU_C005_DP0006,TROPICANA VILLA 2,TROPICANA VILLA,5.360147059,116.1619067
KGU_C005_DP0007,TROPICANA VILLA,TROPICANA VILLA,5.359866965,116.1622835
KGU_C005_DP0008,TROPICANA VILLA,TROPICANA VILLA,5.359826312,116.1620587
KGU_C005_DP0009,TROPICANA VILLA 3,TROPICANA VILLA,5.3596963,116.1624196
KGU_C005_DP0010,TROPICANA VILLA,TROPICANA VILLA,5.360395912,116.1623526
KGU_C005_DP0011,TROPICANA VILLA,TROPICANA VILLA,5.360289876,116.1617534
KGU_C005_DP0012,TROPICANA VILLA 4,TROPICANA VILLA,5.359903602,116.1616484
KGU_C005_DP0013,TROPICANA VILLA 4,TROPICANA VILLA,5.359426437,116.1618379
KGU_C005_DP0014,KENINGAU VILLE 1,KENINGAU VILLE,5.367102565,116.1601738
KGU_C005_DP0015,KENINGAU VILLE 1,KENINGAU VILLE,5.367698878,116.1596607
KGU_C005_DP0016,KENINGAU VILLE 1,KENINGAU VILLE,5.3682869,116.1591333
KGU_C005_DP0017,KENINGAU VILLE 1,KENINGAU VILLE,5.365752382,116.1604414
KGU_C005_DP0018,KENINGAU VILLE 2,KENINGAU VILLE,5.366091749,116.1601477
KGU_C005_DP0019,KENINGAU VILLE 1,KENINGAU VILLE,5.366526311,116.1597821
KGU_C005_DP0020,KENINGAU VILLE 1,KENINGAU VILLE,5.366737817,116.1595936
KGU_C005_DP0021,KENINGAU VILLE 1,KENINGAU VILLE,5.366877204,116.1594832
KGU_C005_DP0022,KENINGAU VILLE 1,KENINGAU VILLE,5.36756682,116.1592032
KGU_C005_DP0023,KENINGAU VILLE 1,KENINGAU VILLE,5.367805355,116.1589918
KGU_C005_DP0024,TROPICANA 3,TAMAN TROPICANA,5.364816075,116.1588255
KGU_C005_DP0025,TROPICANA 3,TAMAN TROPICANA,5.365090284,116.1586204
KGU_C005_DP0026,TROPICANA 3,TAMAN TROPICANA,5.365313506,116.1584528
KGU_C005_DP0027,TROPICANA 2,TAMAN TROPICANA,5.364996062,116.15938
KGU_C005_DP0028,TROPICANA 2,TAMAN TROPICANA,5.365132035,116.1592914
KGU_C005_DP0029,TROPICANA 2,TAMAN TROPICANA,5.365390333,116.1590664
KGU_C005_DP0030,TROPICANA 2,TAMAN TROPICANA,5.365527691,116.1589871
KGU_C005_DP0031,TROPICANA 2,TAMAN TROPICANA,5.365721321,116.1588335
KGU_C005_DP0032,TROPICANA 2,TAMAN TROPICANA,5.365937578,116.1589258
KGU_C005_DP0033,TROPICANA 2,TAMAN TROPICANA,5.367267843,116.157875
KGU_C005_DP0034,TROPICANA 2,TAMAN TROPICANA,5.366846672,116.1582134
KGU_C005_DP0035,TROPICANA 2,TAMAN TROPICANA,5.366551146,116.1584379
KGU_C005_DP0036,TROPICANA 1,TAMAN TROPICANA,5.365374564,116.1600977
KGU_C005_DP0037,TROPICANA 1,TAMAN TROPICANA,5.365502548,116.1599895
KGU_C005_DP0038,TROPICANA 1,TAMAN TROPICANA,5.36575598,116.1597757
KGU_C005_DP0039,TROPICANA 1,TAMAN TROPICANA,5.365905261,116.1596557
KGU_C005_DP0040,TROPICANA 1,TAMAN TROPICANA,5.366170653,116.1594782
KGU_C005_DP0041,TROPICANA 1,TAMAN TROPICANA,5.366420798,116.1592863
KGU_C005_DP0042,TROPICANA 1,TAMAN TROPICANA,5.366560921,116.1591523
KGU_C005_DP0043,TROPICANA 1,TAMAN TROPICANA,5.366689785,116.1590793
KGU_C005_DP0044,TROPICANA 1,TAMAN TROPICANA,5.36693874,116.1588504
KGU_C005_DP0045,TROPICANA 1,TAMAN TROPICANA,5.367197184,116.1586463
KGU_C005_DP0046,TROPICANA 1,TAMAN TROPICANA,5.367418568,116.1584595
KGU_C005_DP0047,TROPICANA 1,TAMAN TROPICANA,5.367599748,116.158348
KGU_C005_DP0048,TROPICANA 1,TAMAN TROPICANA,5.367724471,116.1582283
KGU_C005_DP0049,KENINGAU VILLE PHASE 2 LORONG 3,TAMAN KENINGAU VILLE PHASE 2,5.369859979,116.1570344
KGU_C005_DP0050,KENINGAU VILLE PHASE LORONG 3,TAMAN KENINGAU VILLE PHASE 2,5.369196115,116.1578345
KGU_C005_DP0051,KENINGAU VILLE PHASE 2 LORONG 3,TAMAN KENINGAU VILLE PHASE 2,5.369575614,116.1567772
KGU_C005_DP0052,TAMAN KENINGAU VILLE PHASE 2 LORONG 3,KENINGAU VILLE PHASE,5.368969443,116.1574753
KGU_C005_DP0053,KENINGAU VILLE PHASE 2 LORONG 3,TAMAN KENINGAU VILLE PHASE 2,5.369372924,116.1570739
KGU_C005_DP016A,KENINGAU VILLE 1,KENINGAU VILLE,5.368288986,116.1585755
KGU_C005_DP031A,TROPICANA 3,TAMAN TROPICANA,5.365270667,116.1581915
KGU_C005_DP051A,KENINGAU VILLE PHASE 2 LORONG 4,KENINGAU VILLE PHASE 2,5.370311327,116.1566213
KGU_C005_DP052A,KENINGAU VILLE PHASE 2 LORONG 2,KENINGAU VILLE PHASE 2,5.36856472,116.1583319
KGU_C005_DP053A,KENINGAU VILLE PHASE 2 LORONG 2,KENINGAU VILLE PHASE 2,,
KGU_C006_DP0001,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.358765366,116.1745489
KGU_C006_DP0002,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.358581118,116.1749222
KGU_C006_DP0003,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.358127148,116.1753242
KGU_C006_DP0004,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.358442397,116.1750903
KGU_C006_DP0005,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357997884,116.1754753
KGU_C006_DP0006,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.35780578,116.1758414
KGU_C006_DP0007,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357353204,116.17626
KGU_C006_DP0008,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357674906,116.1760034
KGU_C006_DP0009,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357250537,116.176145
KGU_C006_DP0010,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357431574,116.1757994
KGU_C006_DP0011,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.35793347,116.1753517
KGU_C006_DP0012,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357568751,116.175639
KGU_C006_DP0013,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.358030784,116.1752179
KGU_C006_DP0014,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.358203851,116.1748802
KGU_C006_DP0015,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.358664243,116.1744839
KGU_C006_DP0016,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.358334716,116.1747193
KGU_C006_DP0018,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.356771887,116.1754118
KGU_C006_DP0019,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357082218,116.1748589
KGU_C006_DP0020,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.35699681,116.1751564
KGU_C006_DP0022,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.356979281,116.1755023
KGU_C006_DP0023,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357424721,116.1750592
KGU_C006_DP0024,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357192382,116.1752303
KGU_C006_DP0026,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357158969,116.1757448
KGU_C006_DP0027,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357474045,116.1752166
KGU_C006_DP0028,BANDAR BARU KENINGAU,BANDAR BARU KENINGAU,5.357373675,116.1754687
KGU_C006_DP0029,TAMBUNAN-KENINGAU,RUMAH MURAH FASA 3,5.353479749,116.1741362
KGU_C006_DP0030,TAMBUNAN-KENINGAU,RUMAH MURAH FASA 3,5.353104287,116.1747158
KGU_C006_DP0031,TAMBUNAN-KENINGAU,RUMAH MURAH FASA 3,5.352333643,116.1734074
KGU_C006_DP0032,TAMBUNAN-KENINGAU,RUMAH MURAH FASA 3,5.351371693,116.1728957
KGU_C006_DP0033,TAMBUNAN-KENINGAU,RUMAH MURAH FASA 3,5.350150073,116.1737755
KGU_C006_DP0034,TAMBUNAN-KENINGAU,RUMAH MURAH FASA 3,5.351885998,116.1711563
KGU_C006_DP0035,TAMBUNAN-KENINGAU,RUMAH MURAH FASA 3,5.352844298,116.1700815
KGU_C006_DP0036,TAMBUNAN-KENINGAU,RUMAH MURAH FASA 3,5.353168656,116.1693259
KGU_C006_DP0037,TAMBUNAN-KENINGAU,KOMPLEKS POLIS,5.354220575,116.1685085
KGU_C006_DP0038,TAMBUNAN-KENINGAU,KOMPLEKS POLIS,5.354754087,116.1684074
KGU_C006_DP0039,TAMBUNAN-KENINGAU,TAMAN FAJAR,5.362468396,116.1775213
KGU_C006_DP0040,TAMBUNAN-KENINGAU,TAMAN FAJAR,5.361455015,116.1769034
KGU_C006_DP0041,TAMBUNAN-KENINGAU,TAMAN FAJAR,5.361015301,116.1762884
KGU_C006_DP0042,TAMBUNAN-KENINGAU,TAMAN FAJAR,5.360555839,116.1767234
KGU_C006_DP0043,TAMBUNAN-KENINGAU,BANDAR BARU KENINGAU,5.357806995,116.1748887
KGU_C006_DP0044,RUMAH MURAH JKR,RUMAH MURAH JKR,5.353038698,116.173711
KGU_C006_DP0045,RUMAH MURAH JKR,RUMAH MURAH JKR,5.350741607,116.1729127
